created_at,hari,tanggal,waktu,bulan,jam,text,lang,retweet_count,favorite_count,label,translated_text
2014-12-23 19:03:26+00:00,Tuesday,2014-12-23 00:00:00+00:00,19:03:26,December,19,"about 6 months or so I was diagnosed as severly depressed. 
Depression is not fun at all.
I was always watching my 2 baby sisters and hw",en,0,0,positive,"about 6 months or so I was diagnosed as severly depressed. 
Depression is not fun at all.
I was always watching my 2 baby sisters and hw"
2014-12-23 23:41:31+00:00,Tuesday,2014-12-23 00:00:00+00:00,23:41:31,December,23,@CanadaScotia @MattLovesMaple_ okay. I won't. I've been diagnosed with rapid cycle bipolar disorder so depression is something that-,en,0,0,positive,@CanadaScotia @MattLovesMaple_ okay. I won't. I've been diagnosed with rapid cycle bipolar disorder so depression is something that-
2014-12-23 23:43:38+00:00,Tuesday,2014-12-23 00:00:00+00:00,23:43:38,December,23,when I was diagnosed with depression (-:-:-(:-(:-((-:,en,0,0,positive,when I was diagnosed with depression (-:-:-(:-(:-((-:
2014-12-24 06:57:47+00:00,Wednesday,2014-12-24 00:00:00+00:00,06:57:47,December,6,"@werethefoxes ""I was diagnosed with depression"" is the biggest lie",en,0,0,positive,"@werethefoxes ""I was diagnosed with depression"" is the biggest lie"
2014-12-25 09:37:12+00:00,Thursday,2014-12-25 00:00:00+00:00,09:37:12,December,9,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC] http://t.co/dj9Vrov8M9",en,0,1,positive,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC] http://t.co/dj9Vrov8M9"
2014-12-25 09:58:37+00:00,Thursday,2014-12-25 00:00:00+00:00,09:58:37,December,9,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC... http://t.co/2tEezYZLIK",en,0,1,positive,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC... http://t.co/2tEezYZLIK"
2014-12-25 09:58:58+00:00,Thursday,2014-12-25 00:00:00+00:00,09:58:58,December,9,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC]... http://t.co/pM6hBCaTGk",en,0,0,positive,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC]... http://t.co/pM6hBCaTGk"
2014-12-25 11:20:57+00:00,Thursday,2014-12-25 00:00:00+00:00,11:20:57,December,11,"I was diagnosed with psychotic depression #Summer 2011, I made a graph o http://t.co/eshyZdR87M #bigData http://t.co/9PfHn9XW86",en,2,1,positive,"I was diagnosed with psychotic depression #Summer 2011, I made a graph o http://t.co/eshyZdR87M #bigData http://t.co/9PfHn9XW86"
2014-12-25 11:41:52+00:00,Thursday,2014-12-25 00:00:00+00:00,11:41:52,December,11,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC] http://t.co/24C5eJ2iGP",en,1,1,positive,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depression) [OC] http://t.co/24C5eJ2iGP"
2014-12-25 12:05:39+00:00,Thursday,2014-12-25 00:00:00+00:00,12:05:39,December,12,This summer I was diagnosed with and very nearly succumbed to horribly severe anxiety and depression. #MyNHSChristmas @butNHS (1/3),en,1,1,positive,This summer I was diagnosed with and very nearly succumbed to horribly severe anxiety and depression. #MyNHSChristmas @butNHS (1/3)
2014-12-25 15:16:26+00:00,Thursday,2014-12-25 00:00:00+00:00,15:16:26,December,15,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-p
http://t.co/OfyGjx13II
#dataviz http://t.co/NIvGcipGV7",en,0,1,positive,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-p
http://t.co/OfyGjx13II
#dataviz http://t.co/NIvGcipGV7"
2014-12-25 17:57:19+00:00,Thursday,2014-12-25 00:00:00+00:00,17:57:19,December,17,"@PaulaGreenJones @SarahMillican75 I was diagnosed with it at 16, half a lifetime ago. You should try coupling it with depression attacks!",en,0,0,positive,"@PaulaGreenJones @SarahMillican75 I was diagnosed with it at 16, half a lifetime ago. You should try coupling it with depression attacks!"
2014-12-25 18:01:44+00:00,Thursday,2014-12-25 00:00:00+00:00,18:01:44,December,18,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depressi... http://t.co/DsTVq1sMbG #dataviz",en,1,2,positive,"I was diagnosed with psychotic depression Summer 2011, I made a graph of my GPA. (x-post from /r/depressi... http://t.co/DsTVq1sMbG #dataviz"
2014-12-25 20:52:16+00:00,Thursday,2014-12-25 00:00:00+00:00,20:52:16,December,20,"My answer to: I was put on disability for depression, and was wondering since I have been diagnosed with M.... http://t.co/aNSVLpXKbB",en,0,0,positive,"My answer to: I was put on disability for depression, and was wondering since I have been diagnosed with M.... http://t.co/aNSVLpXKbB"
2014-12-26 03:16:50+00:00,Friday,2014-12-26 00:00:00+00:00,03:16:50,December,3,@TrevorMoran OMG Trevor please follow me. I haven't had the best year. I was diagnosed with depression.If u follow me it would make me happy,en,0,0,positive,@TrevorMoran OMG Trevor please follow me. I haven't had the best year. I was diagnosed with depression.If u follow me it would make me happy
2014-12-26 03:17:29+00:00,Friday,2014-12-26 00:00:00+00:00,03:17:29,December,3,@caIumsatl like from when I was diagnosed with depression to the strength I have now from him,en,0,0,positive,@caIumsatl like from when I was diagnosed with depression to the strength I have now from him
2014-12-27 01:11:24+00:00,Saturday,2014-12-27 00:00:00+00:00,01:11:24,December,1,"@ThatOneTomahawk and yes, asshat, I've heard of 'feeling depressed'. and I can say that. because I've been diagnosed with depression",en,0,1,positive,"@ThatOneTomahawk and yes, asshat, I've heard of 'feeling depressed'. and I can say that. because I've been diagnosed with depression"
2014-12-27 03:53:09+00:00,Saturday,2014-12-27 00:00:00+00:00,03:53:09,December,3,"I have to admit i was diagnosed with depression, which is stupid because it's not a sickness that a bunch of doctors can fix with pills",en,0,0,positive,"I have to admit i was diagnosed with depression, which is stupid because it's not a sickness that a bunch of doctors can fix with pills"
2014-12-27 06:33:40+00:00,Saturday,2014-12-27 00:00:00+00:00,06:33:40,December,6,"@grouchymichael Me too, because I'm diagnosed with depression, and my brother calls me lazy, and then i come online &amp; see more disregard.",en,0,0,positive,"@grouchymichael Me too, because I'm diagnosed with depression, and my brother calls me lazy, and then i come online &amp; see more disregard."
2014-12-27 09:09:12+00:00,Saturday,2014-12-27 00:00:00+00:00,09:09:12,December,9,"""I was diagnosed with clinical depression and prescribed paroxetine. Sex was understandably not a priority."" http://t.co/rXfEKzDFk3",en,0,0,positive,"""I was diagnosed with clinical depression and prescribed paroxetine. Sex was understandably not a priority."" http://t.co/rXfEKzDFk3"
2014-12-27 10:04:40+00:00,Saturday,2014-12-27 00:00:00+00:00,10:04:40,December,10,"#HonestyHour I was diagnosed with clinical depression &amp; severe anxiety in eighth grade, but I've on my recently started getting help for it",en,0,2,positive,"#HonestyHour I was diagnosed with clinical depression &amp; severe anxiety in eighth grade, but I've on my recently started getting help for it"
2014-12-27 11:59:31+00:00,Saturday,2014-12-27 00:00:00+00:00,11:59:31,December,11,Nine years ago I was diagnosed with #depression. I was only fourteen. #mentalillness,en,0,0,positive,Nine years ago I was diagnosed with #depression. I was only fourteen. #mentalillness
2014-12-28 01:44:19+00:00,Sunday,2014-12-28 00:00:00+00:00,01:44:19,December,1,@ddlovato I ❤️💜you so much!! You've been my inspiration since I was little!! When I was 11 I was diagnosed with depression and bipolar!,en,0,1,positive,@ddlovato I ❤️💜you so much!! You've been my inspiration since I was little!! When I was 11 I was diagnosed with depression and bipolar!
2014-12-28 06:19:00+00:00,Sunday,2014-12-28 00:00:00+00:00,06:19:00,December,6,i was diagnosed w/ a social aniexty disorder and Dysthymia (chronic depression disorer) today &amp; none of my friends cared. WOW GR8 FRIENDS,en,0,4,positive,i was diagnosed w/ a social aniexty disorder and Dysthymia (chronic depression disorer) today &amp; none of my friends cared. WOW GR8 FRIENDS
2014-12-28 17:58:55+00:00,Sunday,2014-12-28 00:00:00+00:00,17:58:55,December,17,"And don't you dare go ""Dan might have depression"" because I was diagnosed a few months back &amp; take medication for my depression.",en,0,2,positive,"And don't you dare go ""Dan might have depression"" because I was diagnosed a few months back &amp; take medication for my depression."
2014-12-29 02:53:24+00:00,Monday,2014-12-29 00:00:00+00:00,02:53:24,December,2,Anonymous said: I was diagnosed with depression earlier this year and one problem found out I have in... http://t.co/czXoo2qope,en,0,0,positive,Anonymous said: I was diagnosed with depression earlier this year and one problem found out I have in... http://t.co/czXoo2qope
2014-12-29 18:05:22+00:00,Monday,2014-12-29 00:00:00+00:00,18:05:22,December,18,@BethsTarget @BabyBeth07 and I've been diagnosed with depression and I'm supposed to do anything that will make me laugh or happy,en,0,0,positive,@BethsTarget @BabyBeth07 and I've been diagnosed with depression and I'm supposed to do anything that will make me laugh or happy
2014-12-29 22:43:47+00:00,Monday,2014-12-29 00:00:00+00:00,22:43:47,December,22,(I'm not sure if this is triggering but//trigger warning//???) last year I was diagnosed with depression and I was suicidal and saw no-,en,0,0,positive,(I'm not sure if this is triggering but//trigger warning//???) last year I was diagnosed with depression and I was suicidal and saw no-
2014-12-30 09:28:14+00:00,Tuesday,2014-12-30 00:00:00+00:00,09:28:14,December,9,Great I'm diagnosed with severe depression and anxiety,en,0,0,positive,Great I'm diagnosed with severe depression and anxiety
2014-12-30 17:24:27+00:00,Tuesday,2014-12-30 00:00:00+00:00,17:24:27,December,17,@JMaslovers @BigTimeVoters @JDMUpdates yeah... I would know... I'm diagnosed with depression.  And its bad :'(,en,0,0,positive,@JMaslovers @BigTimeVoters @JDMUpdates yeah... I would know... I'm diagnosed with depression.  And its bad :'(
2014-12-30 17:51:03+00:00,Tuesday,2014-12-30 00:00:00+00:00,17:51:03,December,17,@funschelle18 and I have been diagnosed with post convention depression disorder,en,0,1,positive,@funschelle18 and I have been diagnosed with post convention depression disorder
2014-12-31 02:58:22+00:00,Wednesday,2014-12-31 00:00:00+00:00,02:58:22,December,2,Donte wasn't lying about how you have to acknowledge depression. When I was diagnosed I was convinced my doctor was crazy as hell.,en,0,0,positive,Donte wasn't lying about how you have to acknowledge depression. When I was diagnosed I was convinced my doctor was crazy as hell.
2014-12-31 06:55:21+00:00,Wednesday,2014-12-31 00:00:00+00:00,06:55:21,December,6,"Following depression accounts even though I'm not depressed, I've been diagnosed with anxiety but idk I identify with them.",en,0,1,positive,"Following depression accounts even though I'm not depressed, I've been diagnosed with anxiety but idk I identify with them."
2014-12-31 13:15:51+00:00,Wednesday,2014-12-31 00:00:00+00:00,13:15:51,December,13,2014 was my worst year for depression since I was diagnosed a decade ago. So it can fuck right off.,en,0,1,positive,2014 was my worst year for depression since I was diagnosed a decade ago. So it can fuck right off.
2014-12-31 13:38:46+00:00,Wednesday,2014-12-31 00:00:00+00:00,13:38:46,December,13,"this year I was diagnosed with clinical depression &amp; I've had some pretty bad times, but right now I'm the happiest I've been in a long time",en,0,2,positive,"this year I was diagnosed with clinical depression &amp; I've had some pretty bad times, but right now I'm the happiest I've been in a long time"
2014-12-31 14:28:15+00:00,Wednesday,2014-12-31 00:00:00+00:00,14:28:15,December,14,@squeezingstyles basically in 2013 I was diagnosed with severe depression &amp; my self harm was at its worst I decided that suicide was the,en,0,1,positive,@squeezingstyles basically in 2013 I was diagnosed with severe depression &amp; my self harm was at its worst I decided that suicide was the
2014-12-31 17:12:31+00:00,Wednesday,2014-12-31 00:00:00+00:00,17:12:31,December,17,"@cmurderdagawd @BasedDFZ @BasedSexyPonder @suhDinDoNuffin &gt;maybe

i was diagnosed unofficially w severe depression 7 years ago smh",en,0,0,positive,"@cmurderdagawd @BasedDFZ @BasedSexyPonder @suhDinDoNuffin &gt;maybe

i was diagnosed unofficially w severe depression 7 years ago smh"
2014-12-31 22:03:11+00:00,Wednesday,2014-12-31 00:00:00+00:00,22:03:11,December,22,“@LifeCheating: How to beat winter depression: http://t.co/BcYecn9gby http://t.co/XJAH8jAgbZ” I was diagnosed with this,en,0,0,positive,“@LifeCheating: How to beat winter depression: http://t.co/BcYecn9gby http://t.co/XJAH8jAgbZ” I was diagnosed with this
2014-12-31 22:32:45+00:00,Wednesday,2014-12-31 00:00:00+00:00,22:32:45,December,22,I was diagnosed with depression n anxiety (I thinks going away) a girl bullied me at school and I left it,en,0,0,positive,I was diagnosed with depression n anxiety (I thinks going away) a girl bullied me at school and I left it
2014-12-31 23:09:36+00:00,Wednesday,2014-12-31 00:00:00+00:00,23:09:36,December,23,"2014. The year I was diagnosed with depression, will not be the year I leave depressed. Get help if you can. Even fresh air works. x",en,0,2,positive,"2014. The year I was diagnosed with depression, will not be the year I leave depressed. Get help if you can. Even fresh air works. x"
2015-01-01 02:03:07+00:00,Thursday,2015-01-01 00:00:00+00:00,02:03:07,January,2,2014 i was diagnosed with Clinic Depression it was hard to put my mind to..also been diagnosed that im bipolar..2015 better be good 😭🙏,en,0,1,positive,2014 i was diagnosed with Clinic Depression it was hard to put my mind to..also been diagnosed that im bipolar..2015 better be good 😭🙏
2015-01-01 03:25:20+00:00,Thursday,2015-01-01 00:00:00+00:00,03:25:20,January,3,"Ever since I've been diagnosed with Depression there's always ""something wrong with me"" when I don't feel like being around people.. 😖",en,0,0,positive,"Ever since I've been diagnosed with Depression there's always ""something wrong with me"" when I don't feel like being around people.. 😖"
2015-01-01 03:53:05+00:00,Thursday,2015-01-01 00:00:00+00:00,03:53:05,January,3,"I was diagnosed with depression, and I decided to transfer. And I could not be happier that this year is ending. May 2015 not suck ass.",en,0,1,positive,"I was diagnosed with depression, and I decided to transfer. And I could not be happier that this year is ending. May 2015 not suck ass."
2015-01-01 04:23:54+00:00,Thursday,2015-01-01 00:00:00+00:00,04:23:54,January,4,"Coming into this year I was diagnosed with depression, coming out of it I'm proud to say I am on the road to recovery😌 #Welcome2015",en,0,1,positive,"Coming into this year I was diagnosed with depression, coming out of it I'm proud to say I am on the road to recovery😌 #Welcome2015"
2015-01-01 05:20:38+00:00,Thursday,2015-01-01 00:00:00+00:00,05:20:38,January,5,2014 was the year I was diagnosed with depression but it was also the year I met amazing people and saw Gaga for the 1st time!,en,0,2,positive,2014 was the year I was diagnosed with depression but it was also the year I met amazing people and saw Gaga for the 1st time!
2015-01-01 05:48:02+00:00,Thursday,2015-01-01 00:00:00+00:00,05:48:02,January,5,"I MEAN CMON I WAS DIAGNOSED WITH DEPRESSION, PCD AF, CRIED MYSELF TO SLEEP 100+ TIMES, BULLIED THE SHIT OUT OF AND MORE. SUICIDAL YEAR.",en,0,0,positive,"I MEAN CMON I WAS DIAGNOSED WITH DEPRESSION, PCD AF, CRIED MYSELF TO SLEEP 100+ TIMES, BULLIED THE SHIT OUT OF AND MORE. SUICIDAL YEAR."
2015-01-01 15:56:45+00:00,Thursday,2015-01-01 00:00:00+00:00,15:56:45,January,15,@littlemissevec I had post partum depression. It was a nightmare for 5 years.  i was diagnosed bipolar after. So I sympathize.,en,0,1,positive,@littlemissevec I had post partum depression. It was a nightmare for 5 years.  i was diagnosed bipolar after. So I sympathize.
2015-01-01 17:40:27+00:00,Thursday,2015-01-01 00:00:00+00:00,17:40:27,January,17,"@Hippie_of_Love I really don't remember my childhood, but I was diagnosed with anxiety, depression, and bipolar disorder when I was 12.",en,0,1,positive,"@Hippie_of_Love I really don't remember my childhood, but I was diagnosed with anxiety, depression, and bipolar disorder when I was 12."
2015-01-02 00:19:47+00:00,Friday,2015-01-02 00:00:00+00:00,00:19:47,January,0,I was diagnosed with generalized anxiety disorder and severe depression.,en,0,2,positive,I was diagnosed with generalized anxiety disorder and severe depression.
2015-01-02 03:12:18+00:00,Friday,2015-01-02 00:00:00+00:00,03:12:18,January,3,ok so many of you don't know me but 2 months ago I was Diagnosed with depression PTSD and anxiety and If it wasn't for @onedirection i don't,en,0,0,positive,ok so many of you don't know me but 2 months ago I was Diagnosed with depression PTSD and anxiety and If it wasn't for @onedirection i don't
2015-01-02 10:01:05+00:00,Friday,2015-01-02 00:00:00+00:00,10:01:05,January,10,2014 has been a really tough year. I was diagnosed with depression and had to start take… http://t.co/x8fyChjRVO,en,0,0,positive,2014 has been a really tough year. I was diagnosed with depression and had to start take… http://t.co/x8fyChjRVO
2015-01-02 12:59:35+00:00,Friday,2015-01-02 00:00:00+00:00,12:59:35,January,12,@laurinah5H oh well I don't tell people but I was diagnosed with depression about 2 years ago and it just gets difficult sometimes but &gt;,en,0,0,positive,@laurinah5H oh well I don't tell people but I was diagnosed with depression about 2 years ago and it just gets difficult sometimes but &gt;
2015-01-02 20:00:04+00:00,Friday,2015-01-02 00:00:00+00:00,20:00:04,January,20,"“I went through a really tough time in 2012, I was diagnosed with depression. A lot of people turned away from... http://t.co/F6v7XbqPSC",en,0,0,positive,"“I went through a really tough time in 2012, I was diagnosed with depression. A lot of people turned away from... http://t.co/F6v7XbqPSC"
2015-01-02 21:13:24+00:00,Friday,2015-01-02 00:00:00+00:00,21:13:24,January,21,"@anne_theriault Also, I TOTALLY agree with what you wrote about panic attacks. I was diagnosed with depression a few years ago, but...",en,0,1,positive,"@anne_theriault Also, I TOTALLY agree with what you wrote about panic attacks. I was diagnosed with depression a few years ago, but..."
2015-01-02 22:41:38+00:00,Friday,2015-01-02 00:00:00+00:00,22:41:38,January,22,@HPluckrose @PodiTalk I've been diagnosed with depression and later a mild form of bipolar.,en,0,0,positive,@HPluckrose @PodiTalk I've been diagnosed with depression and later a mild form of bipolar.
2015-01-03 01:02:03+00:00,Saturday,2015-01-03 00:00:00+00:00,01:02:03,January,1,"If you don't mind sharing, have you ever been diagnos... — Yeah I was diagnosed with major depression and genera... http://t.co/IF983ehLS5",en,0,1,positive,"If you don't mind sharing, have you ever been diagnos... — Yeah I was diagnosed with major depression and genera... http://t.co/IF983ehLS5"
2015-01-03 06:25:05+00:00,Saturday,2015-01-03 00:00:00+00:00,06:25:05,January,6,Well thanks work! Ive been up all night worried sick.  Feel just like I did when I was diagnosed with depression. Massive step backwards,en,0,0,positive,Well thanks work! Ive been up all night worried sick.  Feel just like I did when I was diagnosed with depression. Massive step backwards
2015-01-03 07:28:54+00:00,Saturday,2015-01-03 00:00:00+00:00,07:28:54,January,7,"I was 3 years old when I was diagnosed with depression. I've been holding on, I have my moments I admit it. But I've learned to appreciate+",en,0,0,positive,"I was 3 years old when I was diagnosed with depression. I've been holding on, I have my moments I admit it. But I've learned to appreciate+"
2015-01-03 07:51:28+00:00,Saturday,2015-01-03 00:00:00+00:00,07:51:28,January,7,Oh and mental health wise I'm diagnosed with depression and GAD and I take medication for them which helps a lot so it doesn't come up often,en,0,1,positive,Oh and mental health wise I'm diagnosed with depression and GAD and I take medication for them which helps a lot so it doesn't come up often
2015-01-03 17:05:49+00:00,Saturday,2015-01-03 00:00:00+00:00,17:05:49,January,17,Update: I have been diagnosed with having Anxiety and Depression (which is a result of the anxiety) I am now taking medication for this.,en,0,0,positive,Update: I have been diagnosed with having Anxiety and Depression (which is a result of the anxiety) I am now taking medication for this.
2015-01-04 00:31:16+00:00,Sunday,2015-01-04 00:00:00+00:00,00:31:16,January,0,I just finished The Office. I have been diagnosed with depression,en,1,7,positive,I just finished The Office. I have been diagnosed with depression
2015-01-04 03:09:27+00:00,Sunday,2015-01-04 00:00:00+00:00,03:09:27,January,3,"Hi I am Hailey, i have been diagnosed with social anxiety and severe depression.",en,3,6,positive,"Hi I am Hailey, i have been diagnosed with social anxiety and severe depression."
2015-01-04 08:39:32+00:00,Sunday,2015-01-04 00:00:00+00:00,08:39:32,January,8,People swear they bipolar. They will never know that struggle like I do. I was diagnosed with bipolar depression. That shit make you...ugh,en,0,0,positive,People swear they bipolar. They will never know that struggle like I do. I was diagnosed with bipolar depression. That shit make you...ugh
2015-01-04 16:35:04+00:00,Sunday,2015-01-04 00:00:00+00:00,16:35:04,January,16,@SorelliMoran I have been diagnosed with some..mental issues . Depression syndrome,en,0,0,positive,@SorelliMoran I have been diagnosed with some..mental issues . Depression syndrome
2015-01-04 21:11:54+00:00,Sunday,2015-01-04 00:00:00+00:00,21:11:54,January,21,"@SnackedMovies ||Ive been there before. I was diagnosed with depression at one point, but things did get better. It takes time.",en,0,0,positive,"@SnackedMovies ||Ive been there before. I was diagnosed with depression at one point, but things did get better. It takes time."
2015-01-04 21:27:07+00:00,Sunday,2015-01-04 00:00:00+00:00,21:27:07,January,21,@elw_23_ do you have PND? I was diagnosed with depression before jace was born so everyone thought I'd get PND but so far so good I think x,en,0,1,positive,@elw_23_ do you have PND? I was diagnosed with depression before jace was born so everyone thought I'd get PND but so far so good I think x
2015-01-05 03:16:25+00:00,Monday,2015-01-05 00:00:00+00:00,03:16:25,January,3,"about 2 years ago i was diagnosed with severe depression, anxiety and ADD.
around that time i started cutting myself to feel better too",en,0,0,positive,"about 2 years ago i was diagnosed with severe depression, anxiety and ADD.
around that time i started cutting myself to feel better too"
2015-01-05 13:51:29+00:00,Monday,2015-01-05 00:00:00+00:00,13:51:29,January,13,I was diagnosed with depression just moments after I learned that the ABP in the village is closed,en,0,1,positive,I was diagnosed with depression just moments after I learned that the ABP in the village is closed
2015-01-05 17:51:00+00:00,Monday,2015-01-05 00:00:00+00:00,17:51:00,January,17,I was diagnosed with Major Depression Disorder and Generalized Anxiey Disorder 8 years ago when I was 14. The... http://t.co/SJio6Z0dzs,en,0,0,positive,I was diagnosed with Major Depression Disorder and Generalized Anxiey Disorder 8 years ago when I was 14. The... http://t.co/SJio6Z0dzs
2015-01-05 23:30:11+00:00,Monday,2015-01-05 00:00:00+00:00,23:30:11,January,23,"I mean, I was diagnosed with severe depression, well above the clinical cut off and I have never been happier with where I am now.",en,0,1,positive,"I mean, I was diagnosed with severe depression, well above the clinical cut off and I have never been happier with where I am now."
2015-01-06 00:40:04+00:00,Tuesday,2015-01-06 00:00:00+00:00,00:40:04,January,0,3 years ago tomorrow 07/01/2012 I was diagnosed with depression,en,1,1,positive,3 years ago tomorrow 07/01/2012 I was diagnosed with depression
2015-01-06 02:42:34+00:00,Tuesday,2015-01-06 00:00:00+00:00,02:42:34,January,2,"I was diagnosed with anxiety, panic disorder, depression, body dysmorphia, and bipolar disorder and then I quit therapy ha",en,0,1,positive,"I was diagnosed with anxiety, panic disorder, depression, body dysmorphia, and bipolar disorder and then I quit therapy ha"
2015-01-06 07:43:06+00:00,Tuesday,2015-01-06 00:00:00+00:00,07:43:06,January,7,"@Bxlboa I Have Clinic Depression. I'm diagnosed with it. It doesn't help. Also, weed isn't the best thing for your immune system.",en,0,0,positive,"@Bxlboa I Have Clinic Depression. I'm diagnosed with it. It doesn't help. Also, weed isn't the best thing for your immune system."
2015-01-06 16:57:59+00:00,Tuesday,2015-01-06 00:00:00+00:00,16:57:59,January,16,I've been diagnosed with depression.,en,0,0,positive,I've been diagnosed with depression.
2015-01-06 22:35:56+00:00,Tuesday,2015-01-06 00:00:00+00:00,22:35:56,January,22,"""Depression and anxiety aren't real, just whiny teenage girls""
Umh I was diagnosed with both and have to take medication for it...",en,0,0,positive,"""Depression and anxiety aren't real, just whiny teenage girls""
Umh I was diagnosed with both and have to take medication for it..."
2015-01-07 02:36:23+00:00,Wednesday,2015-01-07 00:00:00+00:00,02:36:23,January,2,Great I was diagnosed w/ depression... Note the freaking sarcasm this sucks,en,0,0,positive,Great I was diagnosed w/ depression... Note the freaking sarcasm this sucks
2015-01-07 05:38:58+00:00,Wednesday,2015-01-07 00:00:00+00:00,05:38:58,January,5,Guys in the time I was gone I was diagnosed with anxiety disorder and depression and I started seeing a counselor cool,en,0,0,positive,Guys in the time I was gone I was diagnosed with anxiety disorder and depression and I started seeing a counselor cool
2015-01-07 09:54:40+00:00,Wednesday,2015-01-07 00:00:00+00:00,09:54:40,January,9,I have been diagnosed with depression since I was 13. But I think this is the lowest I've ever felt. I just have nothing left. No reasons.,en,0,0,positive,I have been diagnosed with depression since I was 13. But I think this is the lowest I've ever felt. I just have nothing left. No reasons.
2015-01-07 18:04:55+00:00,Wednesday,2015-01-07 00:00:00+00:00,18:04:55,January,18,@imqwimpy @skummelhummel I was diagnosed with clinical depression back in high school...still don't know quite what to make of it...,en,0,1,positive,@imqwimpy @skummelhummel I was diagnosed with clinical depression back in high school...still don't know quite what to make of it...
2015-01-08 06:40:03+00:00,Thursday,2015-01-08 00:00:00+00:00,06:40:03,January,6,@ShotsOfJackD I've lived with clinical depression since I was diagnosed at age 12. Don't pull the psychological illness card on me.,en,0,1,positive,@ShotsOfJackD I've lived with clinical depression since I was diagnosed at age 12. Don't pull the psychological illness card on me.
2015-01-09 04:29:25+00:00,Friday,2015-01-09 00:00:00+00:00,04:29:25,January,4,I hate when people joke about depression. Like I was diagnosed with that shit. It's not a joke,en,2,1,positive,I hate when people joke about depression. Like I was diagnosed with that shit. It's not a joke
2015-01-09 04:30:52+00:00,Friday,2015-01-09 00:00:00+00:00,04:30:52,January,4,"I have been diagnosed with clinical depression for years, so I don't really want to hear about how I'm depressed b/c of my ""life choices.""",en,0,1,positive,"I have been diagnosed with clinical depression for years, so I don't really want to hear about how I'm depressed b/c of my ""life choices."""
2015-01-09 06:12:59+00:00,Friday,2015-01-09 00:00:00+00:00,06:12:59,January,6,In this time I was diagnosed with depression and yet still got rid of it on my own. Ive come so far I have no reason to look back,en,0,1,positive,In this time I was diagnosed with depression and yet still got rid of it on my own. Ive come so far I have no reason to look back
2015-01-09 16:25:43+00:00,Friday,2015-01-09 00:00:00+00:00,16:25:43,January,16,"Me: no I'm not gonna tell my awful I've been diagnosed with severe depression
Me 10 minutes later: *tells entire family*",en,0,0,positive,"Me: no I'm not gonna tell my awful I've been diagnosed with severe depression
Me 10 minutes later: *tells entire family*"
2015-01-09 19:02:37+00:00,Friday,2015-01-09 00:00:00+00:00,19:02:37,January,19,@Porttttt it is. I've been diagnosed with depression and have to take antidepressants. Smoking will make my anxiety and paranoia worse.,en,0,0,positive,@Porttttt it is. I've been diagnosed with depression and have to take antidepressants. Smoking will make my anxiety and paranoia worse.
2015-01-09 19:17:45+00:00,Friday,2015-01-09 00:00:00+00:00,19:17:45,January,19,i was diagnosed with severe pre school depression,en,0,0,positive,i was diagnosed with severe pre school depression
2015-01-09 22:28:35+00:00,Friday,2015-01-09 00:00:00+00:00,22:28:35,January,22,"My parents got Octavius when I was diagnosed with depression 4 years ago like he's my safety blanket, my bestfriend, a reason to stay living",en,1,11,positive,"My parents got Octavius when I was diagnosed with depression 4 years ago like he's my safety blanket, my bestfriend, a reason to stay living"
2015-01-10 08:13:11+00:00,Saturday,2015-01-10 00:00:00+00:00,08:13:11,January,8,about a year ago I was diagnosed with depression and I refused antidepressants. I decided to make life changes. I cut negative people out...,en,0,3,positive,about a year ago I was diagnosed with depression and I refused antidepressants. I decided to make life changes. I cut negative people out...
2015-01-10 15:16:55+00:00,Saturday,2015-01-10 00:00:00+00:00,15:16:55,January,15,Then I was diagnosed with depression. There's legit a chemical imbalance in my brain that makes me depressed WHOMP WHOMP,en,0,0,positive,Then I was diagnosed with depression. There's legit a chemical imbalance in my brain that makes me depressed WHOMP WHOMP
2015-01-10 15:41:21+00:00,Saturday,2015-01-10 00:00:00+00:00,15:41:21,January,15,"8470) I was diagnosed with clinical depression but as a closeted trans woman I'm not sure how much of it,... http://t.co/fvOIMtnHQ0",en,0,0,positive,"8470) I was diagnosed with clinical depression but as a closeted trans woman I'm not sure how much of it,... http://t.co/fvOIMtnHQ0"
2015-01-10 15:50:34+00:00,Saturday,2015-01-10 00:00:00+00:00,15:50:34,January,15,"I have been diagnosed with depression since I was 16, and I've never really told anyone but close friends until today, but I'm doing it now-",en,0,0,positive,"I have been diagnosed with depression since I was 16, and I've never really told anyone but close friends until today, but I'm doing it now-"
