created_at,hari,tanggal,waktu,text,lang,retweet_count,favorite_count,label,translated_text
2015-03-12 00:17:53+00:00,Thursday,2015-03-12,00:17:53,okay so i was diagnosed with depression a while ago but i still have to go to school on the days i cant even get out of bed,en,0,0,positive,okay so i was diagnosed with depression a while ago but i still have to go to school on the days i cant even get out of bed
2015-03-12 11:25:49+00:00,Thursday,2015-03-12,11:25:49,"Here I am 4am and can't sleep again!
I need advice/thoughts.

I was diagnosed with depression but I feel there is... http://t.co/orPqUKGZ9O",en,0,0,positive,"Here I am 4am and can't sleep again!
I need advice/thoughts.

I was diagnosed with depression but I feel there is... http://t.co/orPqUKGZ9O"
2015-03-12 21:19:05+00:00,Thursday,2015-03-12,21:19:05,@play_buzz i was diagnosed  with bipolar depression back in 09 so  this shit ain't new 2 me,en,0,0,positive,@play_buzz i was diagnosed  with bipolar depression back in 09 so  this shit ain't new 2 me
2015-03-12 23:54:24+00:00,Thursday,2015-03-12,23:54:24,"I was diagnosed with depression, dysthymia &amp; anxiety in 2013. I had feeling it may be part of a larger thing.",en,0,0,positive,"I was diagnosed with depression, dysthymia &amp; anxiety in 2013. I had feeling it may be part of a larger thing."
2015-03-13 03:58:30+00:00,Friday,2015-03-13,03:58:30,I don't even know what approach to take for this speech because I haven't spoken since I was diagnosed with depression,en,0,0,positive,I don't even know what approach to take for this speech because I haven't spoken since I was diagnosed with depression
2015-03-13 04:24:26+00:00,Friday,2015-03-13,04:24:26,So for years before i was diagnosed with depression everyone just assumed i was sensitive bc i cried easily??,en,0,1,positive,So for years before i was diagnosed with depression everyone just assumed i was sensitive bc i cried easily??
2015-03-13 11:01:45+00:00,Friday,2015-03-13,11:01:45,@pewdiepie you always make me happy and when i was diagnosed w/ depression your videos helped me through some really tough times. Thanks bro,en,0,0,positive,@pewdiepie you always make me happy and when i was diagnosed w/ depression your videos helped me through some really tough times. Thanks bro
2015-03-13 11:21:18+00:00,Friday,2015-03-13,11:21:18,@pewdiepie hi pewds this is a true story I have been diagnosed with depression and every time I watch your videos I laugh and that's hard,en,0,0,positive,@pewdiepie hi pewds this is a true story I have been diagnosed with depression and every time I watch your videos I laugh and that's hard
2015-03-13 11:32:43+00:00,Friday,2015-03-13,11:32:43,"@pewdiepie Last February I was diagnosed with major depression. I was put in a mental hospital for being a threat to myself, and when [1/3]",en,0,0,positive,"@pewdiepie Last February I was diagnosed with major depression. I was put in a mental hospital for being a threat to myself, and when [1/3]"
2015-03-13 14:38:52+00:00,Friday,2015-03-13,14:38:52,@Scherry88 @BishopPMorton I was diagnosed with depression and just getting out the bed this morning was a struggle...but GOD,en,0,0,positive,@Scherry88 @BishopPMorton I was diagnosed with depression and just getting out the bed this morning was a struggle...but GOD
2015-03-13 15:41:47+00:00,Friday,2015-03-13,15:41:47,"@Amuly21 I kind of do, I mean I have been diagnosed with clinical depression. dunno if that means I have a say.",en,0,0,positive,"@Amuly21 I kind of do, I mean I have been diagnosed with clinical depression. dunno if that means I have a say."
2015-03-13 21:57:44+00:00,Friday,2015-03-13,21:57:44,"When I was diagnosed with depression, not long after my doctor said it was getting worse and it went from moderate to severe and she said",en,0,0,positive,"When I was diagnosed with depression, not long after my doctor said it was getting worse and it went from moderate to severe and she said"
2015-03-13 22:25:34+00:00,Friday,2015-03-13,22:25:34,"#roleplayers Battling Depression: A few days ago, I was diagnosed with clinical depression. Acco... http://t.co/tqaliFDdBy #openroleplay",en,0,0,positive,"#roleplayers Battling Depression: A few days ago, I was diagnosed with clinical depression. Acco... http://t.co/tqaliFDdBy #openroleplay"
2015-03-13 22:54:45+00:00,Friday,2015-03-13,22:54:45,"@Bebowonder I'm diagnosed w clinical depression, so I hear you. Choose which one + size https://t.co/8gsMmIW8ij. I'll follow u, so we can DM",en,0,0,positive,"@Bebowonder I'm diagnosed w clinical depression, so I hear you. Choose which one + size https://t.co/8gsMmIW8ij. I'll follow u, so we can DM"
2015-03-14 04:32:25+00:00,Saturday,2015-03-14,04:32:25,@Thearrow_1 cause when I was diagnosed with depression I just became angry. So instead of+,en,0,0,positive,@Thearrow_1 cause when I was diagnosed with depression I just became angry. So instead of+
2015-03-14 07:40:35+00:00,Saturday,2015-03-14,07:40:35,This has been one of my worst nights with depression since I was diagnosed,en,0,0,positive,This has been one of my worst nights with depression since I was diagnosed
2015-03-14 10:13:19+00:00,Saturday,2015-03-14,10:13:19,I'M DIAGNOSED WITH DEPRESSION AND ANXIETY I'M SORRY I'M NOT PERFECT @camerondallas,en,0,0,positive,I'M DIAGNOSED WITH DEPRESSION AND ANXIETY I'M SORRY I'M NOT PERFECT @camerondallas
2015-03-14 12:59:56+00:00,Saturday,2015-03-14,12:59:56,When I was 24 I was diagnosed with schizophrenia and depression. Similar to a woman in this book named Elena who just started school at Yale,en,0,0,positive,When I was 24 I was diagnosed with schizophrenia and depression. Similar to a woman in this book named Elena who just started school at Yale
2015-03-14 14:07:54+00:00,Saturday,2015-03-14,14:07:54,@ezra_sitt this isn't the first time I've felt like this. I was diagnosed with depression a few years ago and was fine until everything left,en,0,0,positive,@ezra_sitt this isn't the first time I've felt like this. I was diagnosed with depression a few years ago and was fine until everything left
2015-03-14 21:48:16+00:00,Saturday,2015-03-14,21:48:16,"10 Agonizing Reasons Why Depression Can Be So Unbearable - When I was 16, I was diagnosed with clinical... http://t.co/yJbesdSoEF",en,0,0,positive,"10 Agonizing Reasons Why Depression Can Be So Unbearable - When I was 16, I was diagnosed with clinical... http://t.co/yJbesdSoEF"
2015-03-15 16:13:17+00:00,Sunday,2015-03-15,16:13:17,"@hunturtlee @SlapMyBratwurst @versacebigmac actually I was diagnosed with depression &amp;&amp; I take depression medicine, it's not for attention",en,0,0,positive,"@hunturtlee @SlapMyBratwurst @versacebigmac actually I was diagnosed with depression &amp;&amp; I take depression medicine, it's not for attention"
2015-03-15 16:16:02+00:00,Sunday,2015-03-15,16:16:02,"Before I was diagnosed with depression &amp; anxiety, I knew there was something wrong, but I didn't know how to fix it or explain it to others",en,0,4,positive,"Before I was diagnosed with depression &amp; anxiety, I knew there was something wrong, but I didn't know how to fix it or explain it to others"
2015-03-15 18:29:35+00:00,Sunday,2015-03-15,18:29:35,"@magicaldallasx are you kidding me, I have been diagnosed with depression by a qualified doctor",en,0,1,positive,"@magicaldallasx are you kidding me, I have been diagnosed with depression by a qualified doctor"
2015-03-15 18:48:27+00:00,Sunday,2015-03-15,18:48:27,@AllTimeLow i was diagnosed with after-show depression and i blame it on you.,en,0,0,positive,@AllTimeLow i was diagnosed with after-show depression and i blame it on you.
2015-03-15 20:05:24+00:00,Sunday,2015-03-15,20:05:24,i've been diagnosed with post concert depression,en,2,5,positive,i've been diagnosed with post concert depression
2015-03-15 22:22:18+00:00,Sunday,2015-03-15,22:22:18,I'm diagnosed with PPD - Post Party Depression 😂 I miss our strobe-light-loud-music party so much @laurrrNichole @sierraswingle8,en,1,1,positive,I'm diagnosed with PPD - Post Party Depression 😂 I miss our strobe-light-loud-music party so much @laurrrNichole @sierraswingle8
2015-03-15 22:49:02+00:00,Sunday,2015-03-15,22:49:02,@djmartin94 I was diagnosed with depression for it...,en,0,0,positive,@djmartin94 I was diagnosed with depression for it...
2015-03-15 23:26:03+00:00,Sunday,2015-03-15,23:26:03,My mom is finding out today I was diagnosed with Borderline personality disorder in addition to the bipolar and severe depression.,en,0,0,positive,My mom is finding out today I was diagnosed with Borderline personality disorder in addition to the bipolar and severe depression.
2015-03-16 02:28:17+00:00,Monday,2015-03-16,02:28:17,"it'll be 6 years, this may, that I was diagnosed with depression.",en,0,0,positive,"it'll be 6 years, this may, that I was diagnosed with depression."
2015-03-16 03:34:55+00:00,Monday,2015-03-16,03:34:55,I was diagnosed again for the 7th time with depression and anorexia for 3rd time,en,0,0,positive,I was diagnosed again for the 7th time with depression and anorexia for 3rd time
2015-03-16 03:40:14+00:00,Monday,2015-03-16,03:40:14,My mother makes me sound like I'm diagnosed with severe depression #smh,en,0,0,positive,My mother makes me sound like I'm diagnosed with severe depression #smh
2015-03-16 03:54:22+00:00,Monday,2015-03-16,03:54:22,Depression is real. I was diagnosed with it 2 years ago... Still struggling. Especially when my brain doesn't produce enough serration,en,0,0,positive,Depression is real. I was diagnosed with it 2 years ago... Still struggling. Especially when my brain doesn't produce enough serration
2015-03-16 08:03:55+00:00,Monday,2015-03-16,08:03:55,@MikeMaverickAG Also... Get this- I've been diagnosed with depression.,en,0,0,positive,@MikeMaverickAG Also... Get this- I've been diagnosed with depression.
2015-03-16 11:47:47+00:00,Monday,2015-03-16,11:47:47,Ever since i was diagnosed with depression i've been very selective with what requires my attention &amp; energy.,en,0,0,positive,Ever since i was diagnosed with depression i've been very selective with what requires my attention &amp; energy.
2015-03-16 12:07:00+00:00,Monday,2015-03-16,12:07:00,I'm Sure If I Went To The Doctors They Would Say I'm Diagnosed With Depression And Permanent Sleep Insomnia,en,0,1,positive,I'm Sure If I Went To The Doctors They Would Say I'm Diagnosed With Depression And Permanent Sleep Insomnia
2015-03-16 17:49:06+00:00,Monday,2015-03-16,17:49:06,I'm sure someone is going to make a joke about depression. I was diagnosed with it at 13 and take medication for it. So heads will roll.,en,0,0,positive,I'm sure someone is going to make a joke about depression. I was diagnosed with it at 13 and take medication for it. So heads will roll.
2011-04-12 11:58:38+00:00,Tuesday,2011-04-12,11:58:38,I'm diagnosed with 2 types of depression. This is so cool..,en,0,0,positive,I'm diagnosed with 2 types of depression. This is so cool..
2015-03-17 15:07:27+00:00,Tuesday,2015-03-17,15:07:27,"I was diagnosed with anorexia, depression and anxiety before 14. Early intervention is a necessity. #youngmentalhealth",en,1,4,positive,"I was diagnosed with anorexia, depression and anxiety before 14. Early intervention is a necessity. #youngmentalhealth"
2015-03-17 15:12:17+00:00,Tuesday,2015-03-17,15:12:17,"Glad to see #youngmentalhealth trending I was 9 yr/old when I was diagnosed with SADs &amp; depression, &amp; there wasn't as much awareness then &lt;3",en,1,3,positive,"Glad to see #youngmentalhealth trending I was 9 yr/old when I was diagnosed with SADs &amp; depression, &amp; there wasn't as much awareness then &lt;3"
2015-03-17 17:06:36+00:00,Tuesday,2015-03-17,17:06:36,have doctor witnessed that you have a depression or do you j... — i'm diagnosed with it so yes doctors have said it http://t.co/OALvPbP1zb,en,0,0,positive,have doctor witnessed that you have a depression or do you j... — i'm diagnosed with it so yes doctors have said it http://t.co/OALvPbP1zb
2015-03-17 17:18:11+00:00,Tuesday,2015-03-17,17:18:11,"also I was diagnosed with the ""resulting anxiety and depression"" mentioned here",en,0,1,positive,"also I was diagnosed with the ""resulting anxiety and depression"" mentioned here"
2015-03-17 19:31:53+00:00,Tuesday,2015-03-17,19:31:53,"I was diagnosed with PTSD today on top of my anxiety and depression. I feel relieved to have the label, but also bummed. #chroniclife",en,0,1,positive,"I was diagnosed with PTSD today on top of my anxiety and depression. I feel relieved to have the label, but also bummed. #chroniclife"
2015-03-17 22:09:54+00:00,Tuesday,2015-03-17,22:09:54,Back before I was diagnosed with depression I remember I used to write poems to the people I had crushes on and submit them anonymously,en,0,1,positive,Back before I was diagnosed with depression I remember I used to write poems to the people I had crushes on and submit them anonymously
2015-03-17 23:09:13+00:00,Tuesday,2015-03-17,23:09:13,@kaidanovskyys because i could relate (i was diagnosed with depression around 2011? 2012?) but one I realized signs of depression,en,0,0,positive,@kaidanovskyys because i could relate (i was diagnosed with depression around 2011? 2012?) but one I realized signs of depression
2015-03-17 23:39:37+00:00,Tuesday,2015-03-17,23:39:37,"After 4 years of shit, I've been diagnosed with depression! Honestly, I'm so happy because I know that something is finally being done",en,0,0,positive,"After 4 years of shit, I've been diagnosed with depression! Honestly, I'm so happy because I know that something is finally being done"
2015-03-18 04:42:02+00:00,Wednesday,2015-03-18,04:42:02,Telling me that I'm copying you with depression yet I was diagnosed at the age of 8 and you at age 18 but yes I'm copying you... #growup,en,0,0,positive,Telling me that I'm copying you with depression yet I was diagnosed at the age of 8 and you at age 18 but yes I'm copying you... #growup
2015-03-18 05:53:59+00:00,Wednesday,2015-03-18,05:53:59,"Hard truth #19: i was diagnosed with anxiety, ADD, &amp; depression in the past few years, alone.That doesn't give you a right to talk about me.",en,0,0,positive,"Hard truth #19: i was diagnosed with anxiety, ADD, &amp; depression in the past few years, alone.That doesn't give you a right to talk about me."
2015-03-18 07:40:18+00:00,Wednesday,2015-03-18,07:40:18,"So I was diagnosed (?) with depression stuff in November 2014 and it got so bad that I couldn't even go to school, … http://t.co/pe3j65HR2n",en,0,0,positive,"So I was diagnosed (?) with depression stuff in November 2014 and it got so bad that I couldn't even go to school, … http://t.co/pe3j65HR2n"
2015-03-18 07:41:34+00:00,Wednesday,2015-03-18,07:41:34,"I found #awesomesauce! So I was diagnosed (?) with depression stuff in November 2014... 
S… http://t.co/5S5maWZMd6 http://t.co/awVhA7sb1o",en,0,0,positive,"I found #awesomesauce! So I was diagnosed (?) with depression stuff in November 2014... 
S… http://t.co/5S5maWZMd6 http://t.co/awVhA7sb1o"
2015-03-18 12:42:17+00:00,Wednesday,2015-03-18,12:42:17,@shellmoby You might have been. I was diagnosed with anxiety and depression afterwards and it's amazing how far I've come in 5 yrs.,en,0,0,positive,@shellmoby You might have been. I was diagnosed with anxiety and depression afterwards and it's amazing how far I've come in 5 yrs.
2015-03-19 00:01:57+00:00,Thursday,2015-03-19,00:01:57,I've been diagnosed with post-spring break depression😔,en,0,1,positive,I've been diagnosed with post-spring break depression😔
2015-03-19 00:51:36+00:00,Thursday,2015-03-19,00:51:36,I finally went to the doctor and I've been diagnosed with depression... I'm getting help and hopefully I start feeling better.,en,0,1,positive,I finally went to the doctor and I've been diagnosed with depression... I'm getting help and hopefully I start feeling better.
2015-03-19 02:35:39+00:00,Thursday,2015-03-19,02:35:39,"@adannaduru it's not always as easy as that, though. I was diagnosed with depression at 9, it would be awesome if it were a simple choice",en,0,1,positive,"@adannaduru it's not always as easy as that, though. I was diagnosed with depression at 9, it would be awesome if it were a simple choice"
2015-03-19 03:03:27+00:00,Thursday,2015-03-19,03:03:27,@tiffanyvcornejo I'm so sorry you have to go through that. I was sobbing when I was diagnosed with my depression. Dm me if you need to talk,en,0,1,positive,@tiffanyvcornejo I'm so sorry you have to go through that. I was sobbing when I was diagnosed with my depression. Dm me if you need to talk
2015-03-19 04:15:44+00:00,Thursday,2015-03-19,04:15:44,I was diagnosed with Bipolar Depression - More on that later. http://t.co/bDb6lLJvlI,en,0,0,positive,I was diagnosed with Bipolar Depression - More on that later. http://t.co/bDb6lLJvlI
2015-03-19 04:38:58+00:00,Thursday,2015-03-19,04:38:58,This past week has been so down. I'm waiting to hear if I've been diagnosed with depression or not.,en,0,0,positive,This past week has been so down. I'm waiting to hear if I've been diagnosed with depression or not.
2015-03-19 06:01:22+00:00,Thursday,2015-03-19,06:01:22,"@ImYourDM I mean, I was diagnosed with autism at 3, Been in a depression for so long that I've lost most of my emotional spectrum, and -",en,0,0,positive,"@ImYourDM I mean, I was diagnosed with autism at 3, Been in a depression for so long that I've lost most of my emotional spectrum, and -"
2015-03-19 06:37:38+00:00,Thursday,2015-03-19,06:37:38,10 Simple Steps to Positive Thinking-I was diagnosed with clinical depression years ago and I can tell you from exper http://t.co/Tq24l3D9To,en,0,0,positive,10 Simple Steps to Positive Thinking-I was diagnosed with clinical depression years ago and I can tell you from exper http://t.co/Tq24l3D9To
2015-03-19 06:43:06+00:00,Thursday,2015-03-19,06:43:06,I was diagnosed with clinical depression... It made me sad,en,0,3,positive,I was diagnosed with clinical depression... It made me sad
2015-03-19 13:37:06+00:00,Thursday,2015-03-19,13:37:06,10 Simple Steps to Positive Thinking: I was diagnosed with clinical depression years ago and I can tell you fr... http://t.co/bTXkuK8y8Y,en,1,0,positive,10 Simple Steps to Positive Thinking: I was diagnosed with clinical depression years ago and I can tell you fr... http://t.co/bTXkuK8y8Y
2015-03-19 16:25:19+00:00,Thursday,2015-03-19,16:25:19,@hannahsolomon29 @tatietater girl I'm diagnosed with depression and I've tried to take my own life several times. I understand. But suicide,en,0,1,positive,@hannahsolomon29 @tatietater girl I'm diagnosed with depression and I've tried to take my own life several times. I understand. But suicide
2015-03-19 19:26:05+00:00,Thursday,2015-03-19,19:26:05,"i was diagnosed with depression today and the therapist suggested antidepressants but my mum was instantly like ""no""",en,0,0,positive,"i was diagnosed with depression today and the therapist suggested antidepressants but my mum was instantly like ""no"""
2015-03-20 00:02:22+00:00,Friday,2015-03-20,00:02:22,@LennyRatedR maybe I'm diagnosed with depression so I can't enjoy life,en,0,0,positive,@LennyRatedR maybe I'm diagnosed with depression so I can't enjoy life
2015-03-20 07:15:53+00:00,Friday,2015-03-20,07:15:53,@BlGMITCH trying to overcome for years. It does not help when i was diagnosed with anxiety and depression. This also is not meant for pity,en,0,0,positive,@BlGMITCH trying to overcome for years. It does not help when i was diagnosed with anxiety and depression. This also is not meant for pity
2015-03-20 09:13:43+00:00,Friday,2015-03-20,09:13:43,A year ago today i was diagnosed with depression and i still have an amazing support network now if… https://t.co/Yr4Ixk5JLH,en,0,0,positive,A year ago today i was diagnosed with depression and i still have an amazing support network now if… https://t.co/Yr4Ixk5JLH
2015-03-20 20:19:09+00:00,Friday,2015-03-20,20:19:09,I was diagnosed with bipolar disorder and depression 😥😭 well damn,en,0,0,positive,I was diagnosed with bipolar disorder and depression 😥😭 well damn
2015-03-20 22:47:03+00:00,Friday,2015-03-20,22:47:03,I be thinking that I'm diagnosed with Anxiety and Depression..,en,0,2,positive,I be thinking that I'm diagnosed with Anxiety and Depression..
2015-03-21 01:20:12+00:00,Saturday,2015-03-21,01:20:12,"""I was diagnosed with depression... and they gave me some pills but I'm not taking them Cuz I don't wanna be bitch dude"". -Anthony 😂",en,0,0,positive,"""I was diagnosed with depression... and they gave me some pills but I'm not taking them Cuz I don't wanna be bitch dude"". -Anthony 😂"
2015-03-21 14:11:59+00:00,Saturday,2015-03-21,14:11:59,"Basically if I was diagnosed w/depression my mom will tell me I have nothing to be depressed about, my life has been better than her's, etc.",en,0,0,positive,"Basically if I was diagnosed w/depression my mom will tell me I have nothing to be depressed about, my life has been better than her's, etc."
2015-03-21 15:22:15+00:00,Saturday,2015-03-21,15:22:15,"I feel like if people at school found out i was diagnosed with depression, anxiety, panic disorder, (&amp; low case of ptsd) they'd be like wtf",en,0,1,positive,"I feel like if people at school found out i was diagnosed with depression, anxiety, panic disorder, (&amp; low case of ptsd) they'd be like wtf"
2015-03-21 20:48:03+00:00,Saturday,2015-03-21,20:48:03,"@JonHelfrich Thank you! I've had crippling depression for a long time, but I hid a wall with my treatment until I was diagnosed with ADHD.",en,0,1,positive,"@JonHelfrich Thank you! I've had crippling depression for a long time, but I hid a wall with my treatment until I was diagnosed with ADHD."
2015-03-21 22:57:32+00:00,Saturday,2015-03-21,22:57:32,I was diagnosed with depression 4 days ago and that's 4 years way too late lmfao,en,0,0,positive,I was diagnosed with depression 4 days ago and that's 4 years way too late lmfao
2015-03-22 12:20:00+00:00,Sunday,2015-03-22,12:20:00,I was diagnosed with depression at age 11....this shit getting worse and worse 😔,en,0,0,positive,I was diagnosed with depression at age 11....this shit getting worse and worse 😔
2015-03-22 20:16:16+00:00,Sunday,2015-03-22,20:16:16,@JaysMinion I know the feeling ... I was diagnosed with bipolar- depression 3 years ago. It sucks.,en,1,0,positive,@JaysMinion I know the feeling ... I was diagnosed with bipolar- depression 3 years ago. It sucks.
2015-03-22 23:15:37+00:00,Sunday,2015-03-22,23:15:37,"@MarinasDiamonds I have been diagnosed with Clinical depression and life is just so hard at the minute, I just want to thank you so much...",en,0,0,positive,"@MarinasDiamonds I have been diagnosed with Clinical depression and life is just so hard at the minute, I just want to thank you so much..."
2015-03-23 06:30:18+00:00,Monday,2015-03-23,06:30:18,I was diagnosed with PWD today. Post wedding depression.,en,0,7,positive,I was diagnosed with PWD today. Post wedding depression.
2015-03-23 08:23:00+00:00,Monday,2015-03-23,08:23:00,@NiallOfficial I'm diagnosed with Post Concert Depression.. haha Still can't move on ur 2nd show here in MNL.,en,0,0,positive,@NiallOfficial I'm diagnosed with Post Concert Depression.. haha Still can't move on ur 2nd show here in MNL.
2015-03-23 08:51:26+00:00,Monday,2015-03-23,08:51:26,Not be on here very much. Still coming to terms with the fact i have been diagnosed with depression and anxiety. #depression #anxiety,en,0,0,positive,Not be on here very much. Still coming to terms with the fact i have been diagnosed with depression and anxiety. #depression #anxiety
2015-03-23 16:04:28+00:00,Monday,2015-03-23,16:04:28,A new #depression secret has been shared. http://t.co/nTciHDxGlY #mentalhealth,en,0,0,positive,A new #depression secret has been shared. http://t.co/nTciHDxGlY #mentalhealth
2015-03-23 16:55:57+00:00,Monday,2015-03-23,16:55:57,"Honest confession, even I was diagnosed ""depression"" at one point of time in my life bt it took only 8 days of medicine to get back to life.",en,0,0,positive,"Honest confession, even I was diagnosed ""depression"" at one point of time in my life bt it took only 8 days of medicine to get back to life."
2015-03-23 17:49:52+00:00,Monday,2015-03-23,17:49:52,I'm not sad...I'm diagnosed as major depressive...https://t.co/JpPf8RCu9a,en,0,1,positive,I'm not sad...I'm diagnosed as major depressive...https://t.co/JpPf8RCu9a
2015-03-23 18:31:24+00:00,Monday,2015-03-23,18:31:24,"I was diagnosed with lots of…stuff. #ADHD - CHECK, #Depression - CHECK, @Anxiety - CHECK, An #EatingDisorder... http://t.co/tgAdTzjsSX",en,3,4,positive,"I was diagnosed with lots of…stuff. #ADHD - CHECK, #Depression - CHECK, @Anxiety - CHECK, An #EatingDisorder... http://t.co/tgAdTzjsSX"
2015-03-23 18:47:49+00:00,Monday,2015-03-23,18:47:49,@LilliputianRose @BeautyInBeta I've been diagnosed with depression and they're treating me for depression but it annoys me because I'm not!,en,0,0,positive,@LilliputianRose @BeautyInBeta I've been diagnosed with depression and they're treating me for depression but it annoys me because I'm not!
2015-03-24 01:38:04+00:00,Tuesday,2015-03-24,01:38:04,@sophididoo i was diagnosed with depression a few months ago when i started getting really addicted gjlksdfg ughh ;_; this is bad,en,0,1,positive,@sophididoo i was diagnosed with depression a few months ago when i started getting really addicted gjlksdfg ughh ;_; this is bad
2015-03-24 02:38:25+00:00,Tuesday,2015-03-24,02:38:25,i would like to inform that i have been diagnosed to pcd aka post concert depression,en,0,0,positive,i would like to inform that i have been diagnosed to pcd aka post concert depression
2015-03-24 02:47:31+00:00,Tuesday,2015-03-24,02:47:31,little does she know i was diagnosed with depression last year lmao 😜😜,en,0,0,positive,little does she know i was diagnosed with depression last year lmao 😜😜
2015-03-24 03:19:24+00:00,Tuesday,2015-03-24,03:19:24,@tehpet I was diagnosed with depression around the same time my mom got breast cancer so OMG the response was like nooope not happening.,en,0,0,positive,@tehpet I was diagnosed with depression around the same time my mom got breast cancer so OMG the response was like nooope not happening.
2015-03-24 07:21:10+00:00,Tuesday,2015-03-24,07:21:10,"I was diagnosed with bipolar disorder in November after years of doctors telling me it was just depression,we need to speak out !",en,0,0,positive,"I was diagnosed with bipolar disorder in November after years of doctors telling me it was just depression,we need to speak out !"
2015-03-24 10:33:24+00:00,Tuesday,2015-03-24,10:33:24,"I've
Been diagnosed with major depression.
This is fine",en,0,0,positive,"I've
Been diagnosed with major depression.
This is fine"
2015-03-24 16:08:53+00:00,Tuesday,2015-03-24,16:08:53,"for instance a lot of people close to me had never even heard of MDD until i was diagnosed. ""depression"" is a generic term.",en,0,0,positive,"for instance a lot of people close to me had never even heard of MDD until i was diagnosed. ""depression"" is a generic term."
2015-03-24 18:02:00+00:00,Tuesday,2015-03-24,18:02:00,"I was diagnosed with anorexia, chronic depression, and ADHD #anorexia",en,0,1,positive,"I was diagnosed with anorexia, chronic depression, and ADHD #anorexia"
2015-03-24 22:23:59+00:00,Tuesday,2015-03-24,22:23:59,I've been diagnosed with depression. Oh nuuuu.,en,0,2,positive,I've been diagnosed with depression. Oh nuuuu.
2015-03-24 23:42:54+00:00,Tuesday,2015-03-24,23:42:54,i have been diagnosed with depression and anxiety and i haven't had a check-up in a while but i'm pretty sure i'm ablebodied ? probably +,en,0,0,positive,i have been diagnosed with depression and anxiety and i haven't had a check-up in a while but i'm pretty sure i'm ablebodied ? probably +
2015-03-25 01:18:29+00:00,Wednesday,2015-03-25,01:18:29,Today I learned I'm allergic to dogs and immediately after I was diagnosed with depression 💔🐶,en,0,3,positive,Today I learned I'm allergic to dogs and immediately after I was diagnosed with depression 💔🐶
2015-03-25 02:23:25+00:00,Wednesday,2015-03-25,02:23:25,"@slowxlyDYING @notsookaynow I do agree, I was diagnosed with severe depression and found depression is hereditary...",en,0,0,positive,"@slowxlyDYING @notsookaynow I do agree, I was diagnosed with severe depression and found depression is hereditary..."
2015-03-25 03:05:25+00:00,Wednesday,2015-03-25,03:05:25,"@ChrisxRyan I've been diagnosed with depression with the past 13 years, it's horrible. It's currently getting worse and am needing more help",en,0,0,positive,"@ChrisxRyan I've been diagnosed with depression with the past 13 years, it's horrible. It's currently getting worse and am needing more help"
2015-03-25 15:10:07+00:00,Wednesday,2015-03-25,15:10:07,"Today I finally saw my therapist and I was diagnosed with depression, eating disorder and personality disorder. I... http://t.co/Kf8LTVCv7I",en,0,0,positive,"Today I finally saw my therapist and I was diagnosed with depression, eating disorder and personality disorder. I... http://t.co/Kf8LTVCv7I"
2015-03-25 23:06:13+00:00,Wednesday,2015-03-25,23:06:13,@MidnightRem My depression went away once I was diagnosed and able to understand myself better...,en,0,1,positive,@MidnightRem My depression went away once I was diagnosed and able to understand myself better...
2015-03-25 23:15:27+00:00,Wednesday,2015-03-25,23:15:27,back when i was diagnosed with depression these boys were there to hold me and help me stand up they have made me the person i am today,en,0,1,positive,back when i was diagnosed with depression these boys were there to hold me and help me stand up they have made me the person i am today
2015-03-25 23:49:46+00:00,Wednesday,2015-03-25,23:49:46,"@arthur_affect I've been diagnosed, by professionals, with depression in 2004. I was low. Really low. But I got out. Let's chat.",en,0,0,positive,"@arthur_affect I've been diagnosed, by professionals, with depression in 2004. I was low. Really low. But I got out. Let's chat."
2015-03-26 01:41:59+00:00,Thursday,2015-03-26,01:41:59,#well I have depression through a car crash I was diagnosed with ptsd and anxiety and clinical depression basically I'm fucked up it choseme,en,0,0,positive,#well I have depression through a car crash I was diagnosed with ptsd and anxiety and clinical depression basically I'm fucked up it choseme
2015-03-26 04:06:18+00:00,Thursday,2015-03-26,04:06:18,"@cutequeer96 that's disgusting that someone sent that to you. I have been diagnosed with depression too, so I know how you feel",en,1,2,positive,"@cutequeer96 that's disgusting that someone sent that to you. I have been diagnosed with depression too, so I know how you feel"
2015-03-26 05:21:45+00:00,Thursday,2015-03-26,05:21:45,"""#Career Curveballs: The Year I Was Diagnosed with #Depression"" by @boonepickens on @LinkedIn https://t.co/RRTY3yI5q1",en,0,0,positive,"""#Career Curveballs: The Year I Was Diagnosed with #Depression"" by @boonepickens on @LinkedIn https://t.co/RRTY3yI5q1"
2015-03-26 08:44:23+00:00,Thursday,2015-03-26,08:44:23,@mrbertjohnson just before i was diagnosed with my major depression i told mum i could smell rotten flesh. for days.,en,0,0,positive,@mrbertjohnson just before i was diagnosed with my major depression i told mum i could smell rotten flesh. for days.
2015-03-26 08:57:11+00:00,Thursday,2015-03-26,08:57:11,"Preview:

Image: Daily Fashionista
When I was diagnosed with manic depression (now called Bipolar I), at the age... http://t.co/RNhQ44l96b",en,0,0,positive,"Preview:

Image: Daily Fashionista
When I was diagnosed with manic depression (now called Bipolar I), at the age... http://t.co/RNhQ44l96b"
2015-03-26 11:20:31+00:00,Thursday,2015-03-26,11:20:31,"I was 11 when I was diagnosed with depression &amp; had to see a councillor every week. I didn't understand, no one talked about mental health.",en,1,0,positive,"I was 11 when I was diagnosed with depression &amp; had to see a councillor every week. I didn't understand, no one talked about mental health."
