text,lang,retweet_count,favorite_count,label,translated_text
sometimes i forget i’ve been diagnosed with depression http://t.co/iv5v0sfgfr,en,0,0,1,sometimes i forget i’ve been diagnosed with depression http://t.co/iv5v0sfgfr
do you ever doubt your illness? - blagamuffin: like i was diagnosed with depression and anxiety couple of... http://t.co/l7nnwxwnnk,en,0,0,1,do you ever doubt your illness? - blagamuffin: like i was diagnosed with depression and anxiety couple of... http://t.co/l7nnwxwnnk
sometimes i forget i've been diagnosed with #depression | beth leipholtz http://t.co/z8ol6nyj8n,en,0,0,1,sometimes i forget i've been diagnosed with #depression | beth leipholtz http://t.co/z8ol6nyj8n
sometimes i forget i've been diagnosed with #depression | beth leipholtz http://t.co/wfkisxinbf,en,1,1,1,sometimes i forget i've been diagnosed with #depression | beth leipholtz http://t.co/wfkisxinbf
@shemarmoore thank you for all you do ms awareness. i was diagnosed 10 years ago.. fatigue and depression are my biggest obstacles.,en,0,0,1,@shemarmoore thank you for all you do ms awareness. i was diagnosed 10 years ago.. fatigue and depression are my biggest obstacles.
so i went to the doctors today and i was diagnosed with depression...just great...,en,0,0,1,so i went to the doctors today and i was diagnosed with depression...just great...
sometimes i forget i've been diagnosed with depression http://t.co/5zlnzpdgui,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/5zlnzpdgui
sometimes i forget i've been diagnosed with depression http://t.co/cl4eiphovx,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/cl4eiphovx
25. i was diagnosed with depression when my boyfriend and i broke up. i'm starting to get better because of 5sos.,en,0,1,1,25. i was diagnosed with depression when my boyfriend and i broke up. i'm starting to get better because of 5sos.
sometimes i forget i've been diagnosed with depression http://t.co/i5jrvgk32l #healthyliving,en,0,1,1,sometimes i forget i've been diagnosed with depression http://t.co/i5jrvgk32l #healthyliving
i don't really feel like i have the right to reclaim words like  cr*zy because i have been diagnosed with depression &amp; anxiety and have no,en,0,0,1,i don't really feel like i have the right to reclaim words like  cr*zy because i have been diagnosed with depression &amp; anxiety and have no
sometimes i forget i've been diagnosed with depression http://t.co/cga6j9wtfy via @healthyliving,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/cga6j9wtfy via @healthyliving
"writingsforwinter: i have been diagnosed with severe depression and have been taking medication for it, and... http://t.co/0vxeardjjm",en,0,0,1,"writingsforwinter: i have been diagnosed with severe depression and have been taking medication for it, and... http://t.co/0vxeardjjm"
sometimes i forget i've been diagnosed with depression http://t.co/6tg7qyspuz,en,2,2,1,sometimes i forget i've been diagnosed with depression http://t.co/6tg7qyspuz
sometimes i forget i've been diagnosed with depression via #strongertogether #mentalhealth http://t.co/hk6zvtu4xt,en,0,0,1,sometimes i forget i've been diagnosed with depression via #strongertogether #mentalhealth http://t.co/hk6zvtu4xt
sometimes i forget i've been diagnosed with #depression http://t.co/lkgqdnblpe @huffingtonpost,en,1,2,1,sometimes i forget i've been diagnosed with #depression http://t.co/lkgqdnblpe @huffingtonpost
sharing #suaju sometimes i forget i've been diagnosed with depression - huffington post #depression http://t.co/qihhdlpysz,en,0,0,1,sharing #suaju sometimes i forget i've been diagnosed with depression - huffington post #depression http://t.co/qihhdlpysz
someone said you cheer me up i was diagnosed with depression 2 days ago to my friend annnd im like bruh,en,0,0,1,someone said you cheer me up i was diagnosed with depression 2 days ago to my friend annnd im like bruh
"writingsforwinter: i have been diagnosed with severe depression and have been taking medication for it, and... http://t.co/nstgmmr0j9",en,0,0,1,"writingsforwinter: i have been diagnosed with severe depression and have been taking medication for it, and... http://t.co/nstgmmr0j9"
do you have depression or anxiety? sorry if it's pers... — i have both. i was diagnosed at age 14. i take medici... http://t.co/ectaa32teb,en,0,0,1,do you have depression or anxiety? sorry if it's pers... — i have both. i was diagnosed at age 14. i take medici... http://t.co/ectaa32teb
"@sanemag @cushings101 i was diagnosed last summer 2013, pituitary surgery last sept. in remission but i have bipolar and depression now.",en,0,0,1,"@sanemag @cushings101 i was diagnosed last summer 2013, pituitary surgery last sept. in remission but i have bipolar and depression now."
@dustyshinigami no. i was referring to years ago when i was diagnosed with clinical depression. i was offered a counsellor but turned it..,en,0,0,1,@dustyshinigami no. i was referring to years ago when i was diagnosed with clinical depression. i was offered a counsellor but turned it..
"i had major depression from age 11-19.
at 19 i was diagnosed with schizophrenia.
at 24 i was diagnosed with bipolar as well.
i am 29.",en,0,0,1,"i had major depression from age 11-19.
at 19 i was diagnosed with schizophrenia.
at 24 i was diagnosed with bipolar as well.
i am 29."
"#stopthestigma ""sometimes i forget i've been diagnosed with #depression,"" via the huffington post. great article... http://t.co/ny8nv9kpdt",en,0,0,1,"#stopthestigma ""sometimes i forget i've been diagnosed with #depression,"" via the huffington post. great article... http://t.co/ny8nv9kpdt"
"""sometimes i forget i've been diagnosed with depression."" one woman's struggle with depression and addiction. http://t.co/hz8ztfocn6",en,1,0,1,"""sometimes i forget i've been diagnosed with depression."" one woman's struggle with depression and addiction. http://t.co/hz8ztfocn6"
sometimes i forget i've been diagnosed with depression http://t.co/as48pjisld,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/as48pjisld
sometimes i forget i've been diagnosed with depression http://t.co/zfmeo1shh6 via @healthyliving,en,2,1,1,sometimes i forget i've been diagnosed with depression http://t.co/zfmeo1shh6 via @healthyliving
"today, i found out i was diagnosed with depression.. i'm still smiling though.",en,0,0,1,"today, i found out i was diagnosed with depression.. i'm still smiling though."
"""i was diagnosed with anxiety and depression but those arent cool enough so i have bpd, npd, did, scizophhddh""
this isnt an exaggeration",en,1,3,1,"""i was diagnosed with anxiety and depression but those arent cool enough so i have bpd, npd, did, scizophhddh""
this isnt an exaggeration"
sometimes i forget i've been diagnosed with depression http://t.co/u7ofzfkvsa via @healthyliving #depression,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/u7ofzfkvsa via @healthyliving #depression
sometimes i forget i've been diagnosed with depression http://t.co/b6ypxbjbb3,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/b6ypxbjbb3
so yesterday my mom told me that i was diagnosed with depression and anxiety when i was 10. okay. would've been nice to know that earlier.,en,0,0,1,so yesterday my mom told me that i was diagnosed with depression and anxiety when i was 10. okay. would've been nice to know that earlier.
@fubarpops i told my managing partner about my depression 4 years after i was diagnosed whilst pissed at our christmas party. wise.,en,0,0,1,@fubarpops i told my managing partner about my depression 4 years after i was diagnosed whilst pissed at our christmas party. wise.
@lovinpaigeyh @ziegleraddict i do.. i have actual depression. i've attempted many times and i was diagnosed,en,0,0,1,@lovinpaigeyh @ziegleraddict i do.. i have actual depression. i've attempted many times and i was diagnosed
fact 3: i've been diagnosed with general anxiety and clinical depression (and i'm on meds for both so yay happy me),en,0,0,1,fact 3: i've been diagnosed with general anxiety and clinical depression (and i'm on meds for both so yay happy me)
"i have been diagnosed with severe avpd, severe social anxiety, severe depression and mild panic disorder. yay.",en,0,0,1,"i have been diagnosed with severe avpd, severe social anxiety, severe depression and mild panic disorder. yay."
i was diagnosed with depression &amp; i have a cutting issue..,en,0,0,1,i was diagnosed with depression &amp; i have a cutting issue..
i've been diagnosed with depression. i'm now on anti-depressants and i'll be receiving counselling.,en,0,0,1,i've been diagnosed with depression. i'm now on anti-depressants and i'll be receiving counselling.
my whole dont cut thing is going poorly and i was diagnosed with depression,en,0,0,1,my whole dont cut thing is going poorly and i was diagnosed with depression
sometimes i forget i’ve been diagnosed with depression http://t.co/ej0oa27s8u via @healthyliving,en,0,0,1,sometimes i forget i’ve been diagnosed with depression http://t.co/ej0oa27s8u via @healthyliving
"so, i was diagnosed with depression, anxiety, ptsd, and borderline personality disorder. ugh:( #lifegoeson",en,0,1,1,"so, i was diagnosed with depression, anxiety, ptsd, and borderline personality disorder. ugh:( #lifegoeson"
i was diagnosed with bipolar depression and seasonal affective disorder 😞,en,0,0,1,i was diagnosed with bipolar depression and seasonal affective disorder 😞
i was diagnosed with depression at the age of 8 . this chronic mental condition is hard to treat but… http://t.co/qnv0nurkhx,en,2,2,1,i was diagnosed with depression at the age of 8 . this chronic mental condition is hard to treat but… http://t.co/qnv0nurkhx
and people wonder why i was diagnosed with depression?! fuck yall.,en,0,0,1,and people wonder why i was diagnosed with depression?! fuck yall.
still remember i kept a little notebook 2 years ago ever since i was diagnosed with depression and eating disorder,en,0,0,1,still remember i kept a little notebook 2 years ago ever since i was diagnosed with depression and eating disorder
@sophie_j_1990 @jameelajamil i love u for trying to bring awareness. i had my first counselling today i was diagnosed with severe depression,en,1,0,1,@sophie_j_1990 @jameelajamil i love u for trying to bring awareness. i had my first counselling today i was diagnosed with severe depression
"tw: depression

perhaps i should have been given a higher dosage of dogs when i was diagnosed with depression. 2 is so much better than 1!!",en,0,3,1,"tw: depression

perhaps i should have been given a higher dosage of dogs when i was diagnosed with depression. 2 is so much better than 1!!"
@teasable no i was diagnosed with depression 2 years ago :( i take pills every night,en,0,0,1,@teasable no i was diagnosed with depression 2 years ago :( i take pills every night
"are you really depressed? — i've been diagnosed with a lot of mental illnesses, including depression. http://t.co/naeb8ykram",en,0,0,1,"are you really depressed? — i've been diagnosed with a lot of mental illnesses, including depression. http://t.co/naeb8ykram"
"fun fact: i've been diagnosed to have depression for the past 3 years. tell me to kill myself. lol. i joke, i'm so bored.",en,0,0,1,"fun fact: i've been diagnosed to have depression for the past 3 years. tell me to kill myself. lol. i joke, i'm so bored."
@meghanrosette how are you coping with your depression? i was diagnosed a few years ago. please know you're not alone. &lt;3 #askmeghan,en,0,0,1,@meghanrosette how are you coping with your depression? i was diagnosed a few years ago. please know you're not alone. &lt;3 #askmeghan
sometimes i forget i've been diagnosed with depression http://t.co/hhfy3mfwab via @healthyliving,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/hhfy3mfwab via @healthyliving
"in 2010 i was diagnosed with depression my first nephew was born,i was fired from walmart and i was 21 years old.",en,0,0,1,"in 2010 i was diagnosed with depression my first nephew was born,i was fired from walmart and i was 21 years old."
sometimes i forget i've been diagnosed with #depression | http://t.co/qb6qy8ixsw,en,0,0,1,sometimes i forget i've been diagnosed with #depression | http://t.co/qb6qy8ixsw
"i've been diagnosed w/ depression 😅
#honestyhour",en,0,0,1,"i've been diagnosed w/ depression 😅
#honestyhour"
"“@_ogwaxx: i've been diagnosed w/ depression 😅
#honestyhour”no... all in your mind",en,0,0,1,"“@_ogwaxx: i've been diagnosed w/ depression 😅
#honestyhour”no... all in your mind"
"in saying that, i have been diagnosed with clinical depression, but would never use it as an excuse for inappropriate behaviour.",en,0,2,1,"in saying that, i have been diagnosed with clinical depression, but would never use it as an excuse for inappropriate behaviour."
"@faitheoriginal i was diagnosed with depression last month, it even affected my body physically 😞",en,0,0,1,"@faitheoriginal i was diagnosed with depression last month, it even affected my body physically 😞"
@nclakingschamps having insomnia? i don't know...10 years or so. i was diagnosed with it 6 years ago along with depression at age 12.,en,0,0,1,@nclakingschamps having insomnia? i don't know...10 years or so. i was diagnosed with it 6 years ago along with depression at age 12.
sometimes i forget i've been diagnosed with depression.... http://t.co/krk1gamruq,en,0,0,1,sometimes i forget i've been diagnosed with depression.... http://t.co/krk1gamruq
told my pastor that i have been diagnosed with depression.  he was unsurprised but v supportive.,en,0,1,1,told my pastor that i have been diagnosed with depression.  he was unsurprised but v supportive.
this actually pisses me off bc i was diagnosed with severe depression and anxiety when i was 13. don't you even dare say something like that,en,0,0,1,this actually pisses me off bc i was diagnosed with severe depression and anxiety when i was 13. don't you even dare say something like that
i brag a lot about real life because i've never really known what it was like to live life. i've been diagnosed with depression for years.,en,0,1,1,i brag a lot about real life because i've never really known what it was like to live life. i've been diagnosed with depression for years.
"""i've been diagnosed with severe depression so i don't need to take the midterm wednesday!"" - said in excited voice by boy next to me",en,0,1,1,"""i've been diagnosed with severe depression so i don't need to take the midterm wednesday!"" - said in excited voice by boy next to me"
"as a #ra survivor for 23 years, i've definitely had my batttles with depression. i was diagnosed at 17 and i... http://t.co/6rqqxiqkdk",en,0,0,1,"as a #ra survivor for 23 years, i've definitely had my batttles with depression. i was diagnosed at 17 and i... http://t.co/6rqqxiqkdk"
supposedly i was diagnosed with depression when i was 11 lol. wtf was i depress about? my fucking legos? lmao,en,0,2,1,supposedly i was diagnosed with depression when i was 11 lol. wtf was i depress about? my fucking legos? lmao
@__xzzzy i was diagnosed with depression in 9th grade. (roughly 5 or 6 years ago) i know what you are saying.,en,0,0,1,@__xzzzy i was diagnosed with depression in 9th grade. (roughly 5 or 6 years ago) i know what you are saying.
i'm diagnosed with moderate to severe depression. #arghh,en,0,1,1,i'm diagnosed with moderate to severe depression. #arghh
"i was diagnosed with depression in 1997, i'm still here, i still laugh, cry, hurt, and love. always here for a chat or nonsense x",en,0,6,1,"i was diagnosed with depression in 1997, i'm still here, i still laugh, cry, hurt, and love. always here for a chat or nonsense x"
"wow, it's been over a year since i was diagnosed with depression and i'm still standing. kinda proud of myself",en,0,0,1,"wow, it's been over a year since i was diagnosed with depression and i'm still standing. kinda proud of myself"
@tantaliesidont @pagesofle @13ofnazareth i was diagnosed with clinical depression at 11. after all the suicide attempts... i chose different,en,0,0,1,@tantaliesidont @pagesofle @13ofnazareth i was diagnosed with clinical depression at 11. after all the suicide attempts... i chose different
"@patriciamullis i don't have depression,  but i was diagnosed with mood disorder. i hope 6 months to a year on that and i'll be good.",en,0,0,1,"@patriciamullis i don't have depression,  but i was diagnosed with mood disorder. i hope 6 months to a year on that and i'll be good."
"a few months ago, i was diagnosed with depression &amp; anxiety and self-harm. now, i have to fight with it everyday.",en,2,0,1,"a few months ago, i was diagnosed with depression &amp; anxiety and self-harm. now, i have to fight with it everyday."
"@liesana_death i'm diagnosed a paranoid schizophrenic, depression, bulimia and social anxiety. they are my official diagnosis's",en,0,1,1,"@liesana_death i'm diagnosed a paranoid schizophrenic, depression, bulimia and social anxiety. they are my official diagnosis's"
"several months back i was diagnosed with agoraphobia, chronic depression, and general anxiety disorder. it has... http://t.co/jddpif2ltc",en,0,0,1,"several months back i was diagnosed with agoraphobia, chronic depression, and general anxiety disorder. it has... http://t.co/jddpif2ltc"
did you have depression or eating disorder ? — i've been diagnosed with severe depression and i'm currently doin... http://t.co/jczeqzexzi,en,0,0,1,did you have depression or eating disorder ? — i've been diagnosed with severe depression and i'm currently doin... http://t.co/jczeqzexzi
"yes i have been diagnosed with sever anxiety and depression but i got help, i didn't try to self harm or end my life.",en,0,0,1,"yes i have been diagnosed with sever anxiety and depression but i got help, i didn't try to self harm or end my life."
sometimes i forget i've been diagnosed with depression http://t.co/iyea6dgerg,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/iyea6dgerg
so i left and went to a rehab center in the middle of rhode island where i was diagnosed with severe depression and bipolar,en,0,0,1,so i left and went to a rehab center in the middle of rhode island where i was diagnosed with severe depression and bipolar
the many different types of depression http://t.co/ievi2hypga i was diagnosed with #depression #mania #dysthmia 23 years ago #mentalhealth,en,1,0,1,the many different types of depression http://t.co/ievi2hypga i was diagnosed with #depression #mania #dysthmia 23 years ago #mentalhealth
i remember when i was diagnosed with depression 😂😂 i still got the pills for it,en,0,0,1,i remember when i was diagnosed with depression 😂😂 i still got the pills for it
"@thefatconsoler go see your gp, man. i was diagnosed with anxiety and depression this year.",en,0,0,1,"@thefatconsoler go see your gp, man. i was diagnosed with anxiety and depression this year."
approximately one year ago i was diagnosed with depression. i just want to tell everyone that you can get help. you are not defined by it.,en,0,5,1,approximately one year ago i was diagnosed with depression. i just want to tell everyone that you can get help. you are not defined by it.
"@tarattack that's so good to know! i was diagnosed with depression, anxiety and mild ocd so i'm hoping this will help a lot.",en,0,0,1,"@tarattack that's so good to know! i was diagnosed with depression, anxiety and mild ocd so i'm hoping this will help a lot."
"i was diagnosed with clinical depression the other day.... 

it made me sad.",en,0,0,1,"i was diagnosed with clinical depression the other day.... 

it made me sad."
"i've had suicidal thoughts back in junior high. i've been diagnosed with anxiety,  depression &amp; lord knows what else.",en,0,0,1,"i've had suicidal thoughts back in junior high. i've been diagnosed with anxiety,  depression &amp; lord knows what else."
"i was diagnosed with anxiety and depression,..",en,0,0,1,"i was diagnosed with anxiety and depression,.."
@justinbieber but i was diagnosed with depression no one loved besides my family but it didn't matter after i realised i had you as a friend,en,0,0,1,@justinbieber but i was diagnosed with depression no one loved besides my family but it didn't matter after i realised i had you as a friend
"i was diagnosed with agitated depression, which basically means that is why i'm so angry and crazy. sorry friends, now we know 👋",en,0,1,1,"i was diagnosed with agitated depression, which basically means that is why i'm so angry and crazy. sorry friends, now we know 👋"
@breacher18 @joel__henry @uberspoons i was diagnosed with depression in february (main reason why i wasn't around much after the masters),en,0,0,1,@breacher18 @joel__henry @uberspoons i was diagnosed with depression in february (main reason why i wasn't around much after the masters)
"@mattwweir my psychologist told me i need to quit, i was diagnosed with severe anxiety, sever social anxiety, and severe depression",en,0,0,1,"@mattwweir my psychologist told me i need to quit, i was diagnosed with severe anxiety, sever social anxiety, and severe depression"
@annas234 well i was diagnosed before. im recovered now tho. depression doesn't define you it's just really hard to overcome sometimes,en,0,1,1,@annas234 well i was diagnosed before. im recovered now tho. depression doesn't define you it's just really hard to overcome sometimes
@cmpunk phil i've been through a lot this year my dad left me i was diagnosed with depression i'm bulimic. the reason i'm still here is you,en,0,0,1,@cmpunk phil i've been through a lot this year my dad left me i was diagnosed with depression i'm bulimic. the reason i'm still here is you
@twloha i was diagnosed with depression last week and honestly the only reason i hold on is because of the stories of strength you share.,en,0,0,1,@twloha i was diagnosed with depression last week and honestly the only reason i hold on is because of the stories of strength you share.
sometimes i feel like ppl don't take me serious when i say i'm depressed. like i'm serious. i was diagnosed with depression &amp; anxiety.,en,0,0,1,sometimes i feel like ppl don't take me serious when i say i'm depressed. like i'm serious. i was diagnosed with depression &amp; anxiety.
this time last year i was diagnosed with depression now i'm living on my own earning over £400 a month meeting new people &amp; going to college,en,0,0,1,this time last year i was diagnosed with depression now i'm living on my own earning over £400 a month meeting new people &amp; going to college
@konagito i think i'm diagnosed with clinical depression,en,0,0,1,@konagito i think i'm diagnosed with clinical depression
"the past year or so, since i was diagnosed with clinical depression, and i've been on meds, i've been thinking a lot about the brain.",en,0,0,1,"the past year or so, since i was diagnosed with clinical depression, and i've been on meds, i've been thinking a lot about the brain."
"""i've been diagnosed with anxiety and depression"" - everyone",en,4,8,1,"""i've been diagnosed with anxiety and depression"" - everyone"
don't brag about your fucking depression bitch and try and make it romantic ! i'm diagnosed with 4 extreme depressions so pipe the fuck down,en,0,0,1,don't brag about your fucking depression bitch and try and make it romantic ! i'm diagnosed with 4 extreme depressions so pipe the fuck down
"when i insisted on visiting a therapist for depression it was initially resisted.it was seen as a taboo,esply when i was diagnosed with bpd.",en,0,0,1,"when i insisted on visiting a therapist for depression it was initially resisted.it was seen as a taboo,esply when i was diagnosed with bpd."
@brunomptorres @gazelleguy anxiety and severe depression i was diagnosed about a year ago and i'm getting better everyday :),en,0,1,1,@brunomptorres @gazelleguy anxiety and severe depression i was diagnosed about a year ago and i'm getting better everyday :)
i was diagnosed depression and social anxiety and its not a funny thing so fuck you acacia,en,0,0,1,i was diagnosed depression and social anxiety and its not a funny thing so fuck you acacia
think i'm diagnosed with depression,en,0,0,1,think i'm diagnosed with depression
"when i was diagnosed with depression my life was perfect - i was studying my dream course, had great marks, supportive family, great friends",en,1,4,1,"when i was diagnosed with depression my life was perfect - i was studying my dream course, had great marks, supportive family, great friends"
@weareaustralia what is the connection (if any) between depression and anxiety? i’m diagnosed with a but get a lot of advice about d.,en,0,0,1,@weareaustralia what is the connection (if any) between depression and anxiety? i’m diagnosed with a but get a lot of advice about d.
"وليش؟ (اسوء سنه بتعتبريها) — i was diagnosed depression &amp; having trichotillomania, i loft my convince in my self... http://t.co/4mmy0zfunj",und,0,0,1,"Why? (The worst year you consider) - I was diagnosis depression & amp; Having Trichotillomania, I Loft My ConvINCE in My Self ... http://t.co/4MMY0zfunj"
"from bosnia and herzegovina: hello, two years ago i was diagnosed a depression with anxiety. i was prescribed... http://t.co/x722txnw7i",en,0,0,1,"from bosnia and herzegovina: hello, two years ago i was diagnosed a depression with anxiety. i was prescribed... http://t.co/x722txnw7i"
"@mere_bear1015 @_jennapeloso great point!i was diagnosed with major depression in 1999.  if people can't see u r hurting, they don't believe",en,0,2,1,"@mere_bear1015 @_jennapeloso great point!i was diagnosed with major depression in 1999.  if people can't see u r hurting, they don't believe"
i'm just in desperate need of a jacob hug... i was diagnosed with depression today,en,0,0,1,i'm just in desperate need of a jacob hug... i was diagnosed with depression today
@delirioustoken no. i got rid of it when i was diagnosed with bipolar disorder and having sever depression scared me enough to get rid of it,en,0,0,1,@delirioustoken no. i got rid of it when i was diagnosed with bipolar disorder and having sever depression scared me enough to get rid of it
please seek treament that does not require psychotropic medication @thedavidtrout i was diagnosed with depression.,en,0,0,1,please seek treament that does not require psychotropic medication @thedavidtrout i was diagnosed with depression.
"dysthymia depression quote, "".. i was diagnosed with dysthymia."" http://t.co/k5lzjb1i9o",en,0,0,1,"dysthymia depression quote, "".. i was diagnosed with dysthymia."" http://t.co/k5lzjb1i9o"
@accgarryshewan @maftc @movemberuk i was diagnosed with chronic clinical depression 38 years ago? what are these people harping on?,en,0,0,1,@accgarryshewan @maftc @movemberuk i was diagnosed with chronic clinical depression 38 years ago? what are these people harping on?
http://t.co/47b2auds8y postpartum depression &amp; disability benefits- what you need to know #postpartumdepression #longtermdisabilitybenefits,en,0,1,1,http://t.co/47b2auds8y postpartum depression &amp; disability benefits- what you need to know #postpartumdepression #longtermdisabilitybenefits
"@ohnizdecosta exactly. like i've been diagnosed with depression and social anxiety and someone literally said to me ""i wish i was you""",en,0,1,1,"@ohnizdecosta exactly. like i've been diagnosed with depression and social anxiety and someone literally said to me ""i wish i was you"""
i'm officially changing my major after this semester. after a mental break down i've been diagnosed medically with depression.,en,0,0,1,i'm officially changing my major after this semester. after a mental break down i've been diagnosed medically with depression.
i was diagnosed with clinical depression and several anxiety diso ... http://t.co/ej5zxnzxrv #justventing #vent #venting #muttr,en,0,0,1,i was diagnosed with clinical depression and several anxiety diso ... http://t.co/ej5zxnzxrv #justventing #vent #venting #muttr
"i'm only 17 and i've been diagnosed with clinical depression, social anxiety, general anxiety, ocd, anorexia, then later bulimia, now ednos",en,0,0,1,"i'm only 17 and i've been diagnosed with clinical depression, social anxiety, general anxiety, ocd, anorexia, then later bulimia, now ednos"
"no, i do not have depression. i just get sad. yes, i do have anxiety. i have been diagnosed.. i don't use it against me but it holds me back",en,0,0,1,"no, i do not have depression. i just get sad. yes, i do have anxiety. i have been diagnosed.. i don't use it against me but it holds me back"
i've been diagnosed with depression in the past so i can tell when i feel it and i know to change my mental waves,en,0,0,1,i've been diagnosed with depression in the past so i can tell when i feel it and i know to change my mental waves
welp @thehaleybaby for 9 years i've been diagnosed with bipolar and depression. whenever i come into your (cont) http://t.co/0oduu1fglp,en,1,4,1,welp @thehaleybaby for 9 years i've been diagnosed with bipolar and depression. whenever i come into your (cont) http://t.co/0oduu1fglp
"i've been diagnosed with anxiety and mild depression but the doctor refused to give me any meds because ""it's just a phase""
i'm fuming",en,0,3,1,"i've been diagnosed with anxiety and mild depression but the doctor refused to give me any meds because ""it's just a phase""
i'm fuming"
sometimes i forget i've been diagnosed with depression http://t.co/g2syirentj,en,0,0,1,sometimes i forget i've been diagnosed with depression http://t.co/g2syirentj
"this is a very good article. especially since i've been diagnosed with ocd, anxiety, depression, and i get bad... http://t.co/5jrjwqphj1",en,0,1,1,"this is a very good article. especially since i've been diagnosed with ocd, anxiety, depression, and i get bad... http://t.co/5jrjwqphj1"
@bbclaurak i've been diagnosed with depression for over 15 yrs. and still all i've got are tablets and incomprehension from the jobcentre.,en,0,0,1,@bbclaurak i've been diagnosed with depression for over 15 yrs. and still all i've got are tablets and incomprehension from the jobcentre.
@1dwwaupdatesww for me as i've been diagnosed with depression i think the best to do is to just hear her out and not comment on things,en,0,0,1,@1dwwaupdatesww for me as i've been diagnosed with depression i think the best to do is to just hear her out and not comment on things
"i was born in 2000, im 14, i was diagnosed with autism when i was 7, been bullied most my school life, and fell into depression.",en,2,4,1,"i was born in 2000, im 14, i was diagnosed with autism when i was 7, been bullied most my school life, and fell into depression."
"i mean, here's the thing: a few months back, i was diagnosed with clinical depression, sharp. he wasn't there at the start of it, but (cont)",en,0,0,1,"i mean, here's the thing: a few months back, i was diagnosed with clinical depression, sharp. he wasn't there at the start of it, but (cont)"
"i was diagnosed with general anxiety, social anxiety, depression, &amp;&amp; multiple personality disorder. i've gotten treated and i am so glad",en,0,0,1,"i was diagnosed with general anxiety, social anxiety, depression, &amp;&amp; multiple personality disorder. i've gotten treated and i am so glad"
@phillychic5 @youtube i want to thank you for making me laugh. i'm diagnosed with major depression and you always make me laugh!!!,en,0,0,1,@phillychic5 @youtube i want to thank you for making me laugh. i'm diagnosed with major depression and you always make me laugh!!!
@sivanoakleyfan and he won't bail me out. &amp; he says i failing in school and in life. bc of them i have been diagnosed with severe depression,en,0,1,1,@sivanoakleyfan and he won't bail me out. &amp; he says i failing in school and in life. bc of them i have been diagnosed with severe depression
"@jayysn don't be sorry. i know very well what being depressed is like. i was diagnosed with depression when at 21, but doing better now.😊",en,0,0,1,"@jayysn don't be sorry. i know very well what being depressed is like. i was diagnosed with depression when at 21, but doing better now.😊"
cried in school today cos i had to tell a teacher that i was diagnosed with depression and suicidal ideation last month and i hate myself sm,en,0,0,1,cried in school today cos i had to tell a teacher that i was diagnosed with depression and suicidal ideation last month and i hate myself sm
"so this guy says he likes me... he hasn't seen my fucked up side yet. he doesn't know i'm diagnosed with depression, anxiety and and ed.",en,0,0,1,"so this guy says he likes me... he hasn't seen my fucked up side yet. he doesn't know i'm diagnosed with depression, anxiety and and ed."
thank you @waynebrady for opening up about #depression. i was diagnosed with major when filming @barelymanaged and it was hard.,en,0,0,1,thank you @waynebrady for opening up about #depression. i was diagnosed with major when filming @barelymanaged and it was hard.
all i did was say thank you for opening up about #depression. i was diagnosed with major depression… http://t.co/orlunqxzl4,en,0,0,1,all i did was say thank you for opening up about #depression. i was diagnosed with major depression… http://t.co/orlunqxzl4
it's been nearly ten years since i was diagnosed with chemical depression. i'll beat it one day.,en,0,0,1,it's been nearly ten years since i was diagnosed with chemical depression. i'll beat it one day.
i was diagnosed with clinical depression and was prescribed to listen to drake 24/7,en,0,2,1,i was diagnosed with clinical depression and was prescribed to listen to drake 24/7
i was promised that i'd see @5sos by my grandmother earlier after i was diagnosed with depression by my doctor. i've never been so happy. 😌💗,en,0,0,1,i was promised that i'd see @5sos by my grandmother earlier after i was diagnosed with depression by my doctor. i've never been so happy. 😌💗
"i was diagnosed with depression in the 3rd grade. yeah, i knew i was just another brick on the wall for a long time now",en,1,0,1,"i was diagnosed with depression in the 3rd grade. yeah, i knew i was just another brick on the wall for a long time now"
@mrstokiwartooth i was diagnosed with depression in 2003.  i know exactly what you're talking about.,en,0,0,1,@mrstokiwartooth i was diagnosed with depression in 2003.  i know exactly what you're talking about.
"i was diagnosed with clinical depression the other day.... 

it made me sad",en,0,0,1,"i was diagnosed with clinical depression the other day.... 

it made me sad"
so it seems i have been diagnosed with depression,en,0,0,1,so it seems i have been diagnosed with depression
not long been in from doctors i have been diagnosed with depression and stress and that's why i always have headaches and always tired :-(,en,0,0,1,not long been in from doctors i have been diagnosed with depression and stress and that's why i always have headaches and always tired :-(
"@cristoforo1012 @unseenperfidy @imaginaryerika i was diagnosed with depression years ago. my opinion doesn't count now, remember?",en,0,0,1,"@cristoforo1012 @unseenperfidy @imaginaryerika i was diagnosed with depression years ago. my opinion doesn't count now, remember?"
